,province,time,temperature,humidity,rain5
0,Chiang_Rai,2021-04-04T12:00:00+07:00,27.75,57.09,0
1,Chiang_Rai,2021-04-04T12:00:00+07:00,27.75,57.09,0
2,Chiang_Rai,2021-04-04T12:00:00+07:00,27.75,57.09,0
3,Chiang_Rai,2021-04-04T12:00:00+07:00,27.75,57.09,0
4,Chiang_Rai,2021-04-04T12:00:00+07:00,27.75,57.09,0
5,Chiang_Rai,2021-04-04T12:00:00+07:00,27.75,57.09,0
